title,artist,mood,lyrics
Jam & Butterfly,DPR LIVE,in love,"   Jam and butterfly, oh-ah Feelin’ sweet inside, oh my Caramello high, so high When I take a bite of ya   먹음직스러워 your love  네가 계속 고파  구름을 뚫고 you send me above  63빌딩 보다 높아   흐려지게 해 넌 부러지게 해 넌 어지럽게 해 넌 넘어지게 해 넌 멈추질 못해, oh no  땀을 흘려 난 더 네가 꿀이라면 난 벌 She’s coming on my love   Jam and butterfly, oh-ah Feelin’ sweet inside, oh my Caramello high, so high When I take a bite of ya   취향 저격당해 청바지 White shirt, 긴 생머리, oh my gosh  I’m not drunk but 정신 못 차림  빛을 뿜어내 눈부셔, 난 시력상실   흐려지게 해 넌 부러지게 해 넌 어지럽게 해 넌 넘어지게 해 넌 멈추질 못해, oh no  땀을 흘려 난 더 네가 꿀이라면 난 벌 I'm coming for your love You might also like Jam and butterfly , oh-ah Feelin’ sweet inside, oh my Caramello high, so high When I take a bite of ya   It’s just the melody you make asleep Brass from your nose, a quiet symphony The—the—the do-re-mi's of your sleepy shufflin' Got me cheesing so hard, Wallace never go to sleep   흐려지게 해 넌  부러지게 해 넌  어지럽게 해 넌 넘어지게 해 넌  멈추질 못해, oh no  땀을 흘려 난 더 네가 꿀이라면 난 벌 I got you on my love   Love the textures of your mind  Tell me that it’s all of mine  Love the taste of all your lines When with you, I feel new Oh my God Oh shit, I feel crazy Yo guys, I think I'm— Jam and butter— Caramello high Jam and butterfly  Alright, cool  Jam and butterfly, oh-ah Feelin’ sweet inside, oh my Caramello high, so high When I take a bite of ya Jam and butterfly, oh-ah Feelin’ sweet inside, oh my Caramello high, so high When I take a bite, of ya    That was good8Embed"
Nothing,Bruno Major,in love,"Track suits and red wine, movies for two We'll take off our phones and we'll turn off our shoes We'll play Nintendo though I always lose 'Cause you watch the TV while I'm watching you There's not many people I'd honestly say I don't mind losing to But there's nothing like doing nothing with you   Dumb conversation, we lose track of time Have I told you lately I'm grateful you're mine? We'll watch The Notebook for the seventeenth time I'll say ""It's stupid,"" then you'll catch me crying We're not making out on a boat in the rain Or in a house I painted blue But there's nothing like doing nothing with you  So shut all the windows, lock all the doors We're not looking for no one, don't need nothing more You'll bite my lip and I'll want you more Until we end up in a heap on the floor    You could be dancing on tabletops, wearing high heels Drinking until the world spins like a wheel But tonight, your apartment has so much appeal Who needs stars? We've got a roof But there's nothing like doing nothing with you  No, there's nothing like doing nothing with youYou might also like5Embed"
Stuck with U (with Justin Bieber),Ariana Grande,in love,"Mmm Hey, yeah    Ah   I'm not one to stick around One strike and you're out, baby Don't care if I sound crazy But you never let me down, no, no That's why when the sun's up, I'm stayin' Still layin' in your bed, singin'  Ooh, ooh, ooh, ooh Got all this time on our hands Might as well cancel our plans, yeah I could stay here for a lifetime   So, lock the door and throw out the key Can't fight this no more, it's just you and me And there's nothin' I, nothin' I, I can do I'm stuck with you, stuck with you, stuck with you So, go ahead and drive me insane Baby, run your mouth, I still wouldn't change Being stuck with you, stuck with you, stuck with you I'm stuck with you, stuck with you, stuck with you, baby   There's nowhere we need to be, no, no, no I'ma get to know you better Kinda hope we're here forever There's nobody on these streets If you told me that the world's endin' Ain't no other way that I can spend it   Oh, oh, oh, oh  Got all this time in my hands Might as well cancel our plans  I could stay here forever You might also like So, lock the door and throw out the key Can't fight this no more, it's just you and me And there's nothin' I, nothin' I, I can do I'm stuck with you, stuck with you, stuck with you So, go ahead and drive me insane Baby, run your mouth, I still wouldn't trade Being stuck with you, stuck with you, stuck with you I'm stuck with you, stuck with you, stuck with you   Woah Baby, come take all my time Go on, make me lose my mind We got all that we need here tonight   I lock the door  and throw out the key Can't fight this no more , it's just you and me And there's nothin' I, nothin' I'd rather do I'm stuck with you, stuck with you, stuck with you So, go ahead and drive me insane Baby, run your mouth, I still wouldn't change All this lovin' you, hatin' you, wantin' you I'm stuck with you, stuck with you, stuck with You, oh, oh  Stuck with you, stuck with you, stuck with you101Embed"
Every Summertime,NIKI,in love,"Eighteen, we were undergrads Stayed out late, never made it to class, uh Outer Richmond in a taxi cab You were sweatin' bullets on the way to my Dad's And oh, you said, ""Baby, think we're movin' too fast!""   And I swear the magnolias flashed a smile  And that's when I caught me hopin' you'd stay a while   Baby, I'd give up anything to travel inside your mind Baby, I fall in love again come every summertime My daddy taught me to choose 'em wisely but you don't have to try 'Cause, baby, I fall in lovе every summertimе   Twenty-five, man we're missin' church Laugh 'bout everyone we're hatin' at work Dinner with your sister and the jokes kinda hurt Cry the way home and you're puttin' me first, oh Yeah, you just always know what to say   We're strolling down the boulevard, and dancing under streetlights  Every year we get older and I'm still on your side    Baby, I'd give up anything to travel inside your mind Baby, I fall in love again come every summertime My daddy taught me to choose 'em wisely but you don't have to try 'Cause, baby, I fall in love every summertime   Every day is summertime Every day is summertime Every day is summertime with you Every day is summertime Every day is summertime Every day is summertime with youYou might also like7Embed"
Hrs and Hrs,Muni Long,in love,"Ooh, ooh-ooh, ooh-ooh Ooh, ooh-ooh, ooh-ooh, ah, ah, mm-mm  I don't usually do this but, um  Can I sing to you?  Yeah    Yours, mine, ours I could do this for hours Sit and talk to you for hours I wanna give you your flowers And some champagne showers Order shrimp and lobster towers But it's me that gets devoured Ooh, when you do what you do, I'm empowered You give me a superpower Together the world could be ours You sit me up on the counter Instantly, it's thunder showers Stormin' for a couple hours When we finished, take a shower  I could do this for hours And hours and hours I could do this for hours And hours and hours I could do this for hours And hours and hours I could do this for hours And hours, hours, I   Usually don't like nobody And when I say nobody I mеan nobody All these niggas full of shit You're just a homiе once they hit Felt like givin' up on love These niggas almost made me quit Then I met you When I met you I knew this was it I've never been in love like this A love like ours I pray for it on my knees Every night for some hours And hours and hours You might also like Wish the day was more than twenty-four hours  With every extra minute  Girl, I would be lost in it Kissin' you all over every inch I won't stop until you're moanin' More, more, more, more, more hours  More of me lettin' you climb this tower Makin' you rain down like April showers Fall down, make it flood 'til I almost drown Almost don't count Baby, 'cause I'ma scuba dive in it Promise to take my time in it Girl, I'ma rock the boat  Pussy mine but you can say that it's ours  on the counter  precious like a flower I admire you for hours That pussy give me superpowers   I could do this for hours And hours and hours I could do this for hours And hours and hours What's yours is mine And ours And yours, mine and ours  I could sit and talk to you for hours Sit and look at you for hours Makin' love to you for hours Layin' on your chest for hours  Tellin' you jokes for hours  Holdin' you close for hours And hours and hours   Oh, oh, oh  Oh, oh, oh  Woah, oh, oh  Ah, I Hours and hours  Hours and hours  Ooh, ooh, ooh, ooh Hours and hours Hours and hours  Woah, oh, mm Yeah1Embed"
You Belong With Me (Taylor’s Version),Taylor Swift,in love,"You're on the phone with your girlfriend, she's upset She's going off about something that you said 'Cause she doesn't get your humor like I do I'm in my room, it's a typical Tuesday night I'm listening to the kind of music she doesn't like And she'll never know your story like I do   'Cause she wears short skirts, I wear T-shirts She's Cheer Captain and I'm on the bleachers Dreaming 'bout the day when you wake up and find That what you're looking for has been here the whole time  If you could see that I'm the onе who understands you Been here all along, so why can't you see? You bеlong with me, you belong with me   Walking the streets with you and your worn-out jeans I can't help thinking this is how it ought to be Laughing on a park bench, thinking to myself Hey, isn't this easy? And you've got a smile that could light up this whole town I haven't seen it in a while since she brought you down You say you're fine, I know you better than that Hey, whatcha doing with a girl like that?   She wears high heels, I wear sneakers She's Cheer Captain and I'm on the bleachers Dreaming about the day when you wake up and find That what you're looking for has been here the whole time   If you could see that I'm the one who understands you Been here all along, so why can't you see? You belong with me Standing by and waiting at your back door All this time how could you not know, baby? You belong with me, you belong with me You might also like Oh, I remember you driving to my house In the middle of the night I'm the one who makes you laugh When you know you're 'bout to cry I know your favorite songs And you tell me 'bout your dreams Think I know where you belong Think I know it's with me   Can't you see that I'm the one who understands you? Been here all along, so why can't you see? You belong with me Standing by and waiting at your back door All this time how could you not know, baby? You belong with me, you belong with me   You belong with me Have you ever thought just maybe You belong with me? You belong with me23Embed"
Love Story (Taylor’s Version),Taylor Swift,in love,"We were both young when I first saw you I close my eyes and the flashback starts I'm standing there On a balcony in summer air See the lights, see the party, the ball gowns See you make your way through the crowd And say, ""Hello"" Little did I know   That you were Romeo, you were throwing pebbles And my daddy said, ""Stay away from Juliet"" And I was crying on the staircase Begging you, ""Please don't go,"" and I said  Romeo, take me somewhere we can be alone I'll be waiting, all there's left to do is run You'll be the prince and I'll be the princess It's a love story, baby, just say, ""Yes""   So I sneak out to the garden to see you We keep quiet 'cause we're dead if they knew So close your eyes Escape this town for a little while, oh, oh   'Cause you were Romeo, I was a scarlet letter And my daddy said, ""Stay away from Juliet"" But you were everything to me I was begging you, ""Please don't go,"" and I said   Romeo, take me somewhere we can be alone I'll be waiting, all there's left to do is run You'll be the prince and I'll be the princess It's a love story, baby, just say, ""Yes"" Romeo, save me, they're trying to tell me how to feel This love is difficult, but it's real Don't be afraid, we'll make it out of this mess It's a love story, baby, just say, ""Yes"" You might also like Oh, oh   And I got tired of waiting Wondering if you were ever coming around My faith in you was fading When I met you on the outskirts of town   And I said, ""Romeo, save me, I've been feeling so alone I keep waiting for you, but you never come Is this in my head? I don't know what to think"" He knelt to the ground and pulled out a ring, and said ""Marry me, Juliet, you'll never have to be alone I love you and that's all I really know I talked to your dad, go pick out a white dress It's a love story, baby, just say, 'Yes'""   Oh, oh, oh Oh, oh, oh 'Cause we were both young when I first saw you44Embed"
Wildest Dreams (Taylor's Version),Taylor Swift,in love,"He said, ""Let's get out of this town Drive out of the city, away from the crowds"" I thought, ""Heaven can't help me now"" Nothing lasts forever But this is gonna take me down   He's so tall and handsome as hell He's so bad, but he does it so well I can see the end as it begins My one condition is  Say you'll remember me Standin' in a nice dress Starin' at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your Wildest dreams, ah, ha Wildest dreams, ah, ha   I said, ""No one has to know what wе do"" His hands are in my hair, his clothes are in my room And his voicе is a familiar sound Nothin' lasts forever But this is gettin' good now   He's so tall and handsome as hell He's so bad, but he does it so well And when we've had our very last kiss My last request it is   Say you'll remember me Standin' in a nice dress Starin' at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your Wildest dreams, ah, ha  Wildest dreams, ah, ha You might also like You'll see me in hindsight Tangled up with you all night Burnin' it down Someday, when you leave me I bet these memories Follow you around You'll see me in hindsight Tangled up with you all night Burnin'  it  down  Someday, when you leave me I bet these memories Follow  you  around     Say you'll remember me Standing in a nice dress Starin' at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just pretend Say you'll remember me Standin' in a nice dress Starin' at the sunset, babe Red lips and rosy cheeks Say you'll see me again Even if it's just in your  Wildest dreams, ah, ha  In your wildest dreams, ah, ha Even if it's just in your In your wildest dreams, ah, ha In your wildest dreams, ah, ha18Embed"
Style,Taylor Swift,in love,"Midnight You come and pick me up, no headlights A long drive Could end in burning flames or paradise Fade into view, oh It's been a while since I have even heard from you    And I should just tell you to leave 'Cause I know exactly where it leads But I watch us go 'round and 'round each time  You got that James Dean daydream look in your eye And I got that red lip classic thing that you like And when we go crashing down, we come back every time 'Cause we never go out of style, we never go out of style You got that long hair, slicked back, white t-shirt And I got that good girl faith and a tight little skirt And when we go crashing down, we come back every time 'Cause we never go out of style, we never go out of style   So it goes He can't keep his wild eyes on the road  Takes me home The lights are off, he's taking off his coat  I say, ""I heard, oh That you've been out and about with some other girl"" Some other girl   He says, ""What you heard is true But I can't stop thinking 'bout you and I"" I said, ""I've been there too a few times""   'Cause you got that James Dean daydream look in your eye And I got that red lip classic thing that you like And when we go crashing down, we come back every time 'Cause we never go out of style, we never go out of style You got that long hair, slicked back, white t-shirt And I got that good girl faith and a tight little skirt  And when we go crashing down, we come back every time 'Cause we never go out of style  We never go out of style You might also like Take me home Just take me home Yeah, just take me home Oh-oh, whoa-oh, oh    Oh, you got that James Dean daydream look in your eye And I got that red lip classic thing that you like And when we go crashing down  We come back every time 'Cause we never go out of style, we never go out of style1KEmbed"
Lover,Taylor Swift,in love,"We could leave the Christmas lights up 'til January And this is our place, we make the rules And there's a dazzling haze, a mysterious way about you, dear Have I known you twenty seconds or twenty years?  Can I go where you go? Can we always be this close? Forever and ever, ah Take me out, and take me home You're my, my, my, my lover  We could let our friends crash in the living room This is our place, we make the call And I'm highly suspicious that everyone who sees you wants you I've loved you three summers now, honey, but I want 'em all  Can I go where you go? Can we always be this close? Forever and ever, ah Take me out, and take me home  You're my, my, my, my lover   Ladies and gentlemen, will you please stand? With every guitar string scar on my hand I take this magnetic force of a man to be my lover My heart's been borrowed and yours has been blue All's well that ends well to end up with you Swear to be overdramatic and true to my lover And you'll save all your dirtiest jokes for me And at every table, I'll save you a seat, lover  Can I go where you go? Can we always be this close? Forever and ever, ah Take me out, and take me home  You're my, my, my, my Oh, you're my, my, my, my Darling, you're my, my, my, my loverYou might also like131Embed"
Enchanted,Taylor Swift,in love,"There I was again tonight Forcing laughter, faking smiles Same old tired, lonely place Walls of insincerity Shifting eyes and vacancy Vanished when I saw your face All I can say is it was enchanting to meet you   Your eyes whispered, ""Have we met?"" Across the room, your silhouette Starts to make its way to me The playful conversation starts Counter all your quick remarks Like passing notes in secrecy And it was enchanting to meet you All I can say is I was enchanted to meet you  This night is sparkling, don't you let it go I'm wonderstruck, blushing all the way home I'll spend forever wondering if you knew I was enchanted to meet you   The lingering question kept me up 2AM, who do you love? I wonder 'til I'm wide awake Now I'm pacing back and forth Wishing you were at my door I'd open up and you would say ""Hey, it was enchanting to meet you"" All I know is I was enchanted to meet you   This night is sparkling, don't you let it go I'm wonderstruck, blushing all the way home I'll spend forever wondering if you knew This night is flawless, don't you let it go I'm wonderstruck, dancing around all alone I'll spend forever wondering if you knew I was enchanted to meet you   You might also like This is me praying that This was the very first page Not where the storyline ends My thoughts will echo your name Until I see you again These are the words I held back As I was leaving too soon I was enchanted to meet you Please don't be in love with someone else Please don't have somebody waiting on you Please don't be in love with someone else  Please don't have somebody waiting on you    This night is sparkling, don't you let it go I'm wonderstruck, blushing all the way home I'll spend forever wondering if you knew This night is flawless  Don't you let it go I'm wonderstruck  Dancing around all alone I'll spend forever  Wondering if you knew I was enchanted to meet you  Please don't be in love with someone else Please don't have somebody waiting on you68Embed"
Love On The Brain,Rihanna,in love,"And you got me like, ""Oh, what you want from me?""  And I tried to buy your pretty heart, but the price too high Baby, you got me like ""Oh"" You love when I fall apart  So you can put me together and throw me against the wall   Baby you got me like i-i-i-i-i-i-i-i-i-hiii, woo i-i-i-i-i-i-i-i-i-hiii Don't you stop loving me  Don't quit loving me  Just start loving me  Owwwwww  And babe I’m fist-fighting with fire Just to get close to you Can we burn something babe And I run for miles just to get a taste Must be love on the brain That’s got me feeling this way It beats me black and blue but it fucks me so good And I can’t get enough Must be love on the brain yeah And it keeps cursing my name No matter what I do I’m no good without you And I can’t get enough Must be love on the..... brain   Baby keep loving me Just love me Yeah, just love me All you need to do is love me, yeah Got me like, ah-ha-ha-owww I’m tired of being played like a violin What do I gotta do to get in your motherfuckin’ heart? Baby like i-i-i-i-i-i-i-i-i-hiii, woo i-i-i-i-i-i-i-i-i-hiii You might also like Baby you got me like i-i-i-i-i-i-i-i-i-hiii, woo i-i-i-i-i-i-i-i-i-hiii Don't you stop loving me  Don't quit loving me  Just start loving me  Ooooooohhh   And babe I’m fist-fighting with fire Just to get close to you Can we burn something babe And I run for miles just to get a taste Must be love on the brain That’s got me feeling this way It beats me black and blue but it fucks me so good And I can’t get enough Must be love on the brain yeah And it keeps cursing my name No matter what I do I’m no good without you And I can’t get enough Must be love on the.... brain 178Embed"
Let Me Love You,Ariana Grande,in love,"I just broke up with my ex Now I'm out here single, I don't really know what's next But I ain't even trippin', I'ma chill and sit back And I know they will be coming from the right And the left, left, left I just broke up with my ex and You're the one I'm feeling as I'm laying on your chest Good conversation got me holding my breath And I don't normally say this but goddamn, you the best, best, best  And if it feels right, promise I don't mind And if it feels right, promise I'll stay here all night   Just let me lo-o-o-o-o-o-o-love you, you Just let me lo-o-o-o-o-o-o-love you, you Just let me lo-o-o-o-o-o-o-love you, you Just let me lo-o-o-o-o-o-o-love you, you   As I'm laying on your chest I'll be out here thinkin' 'bout it, boy, it's just a guess But something just keeps telling me I'm better than the rest And I ain't tryna rush you, but goddamn, I'm a mess, mess, mess   And if it feels right, promise I don't mind And if it feels right, promise I'll stay here all night   Just let me lo-o-o-o-o-o-o-love you, you Just let me lo-o-o-o-o-o-o-love you, you Just let me lo-o-o-o-o-o-o-love you, you Just let me lo-o-o-o-o-o-o-love you, you You might also like I say, ""Girl, you need a hot boy"" She say, ""You need to stop **** with them thots, boy"" I say ""You need a real ****,"" she say, ""Yes, Lord"" And what you need your ex for? I'm triple X, Lord Okay, Ariana my lil mama, goodbye to the good girl My ex tripping, it's no Biggie, I 2Pac shook her I'm laid up with my new thing She lay her head on my new chain Then the mood change, then my name change From Lil Wayne to ""Ooh, Wayne,"" oh Lord She grinding on this Grande, oh Lord I'm drowning, I'm gonna need that Coast Guard And when it comes to that ****, I give her amnesia She just looking for love, she says she single and I'm her feature Oh, my God    Just let me lo-o-o-o-o-o-o-love you, you Tunechi, Mula baby Just let me lo-o-o-o-o-o-o-love you, you  Just let me lo-o-o-o-o-o-o-love you, you She just looking for love  Just let me lo-o-o-o-o-o-o-love you, you She just looking for love, yeah  Just let me lo-o-o-o-o-o-o-love you, you She just looking for love, yeah  Just let me lo-o-o-o-o-o-o-love you, you She just looking for love, yeah  She's just looking for love   I'ma give her that love, yeah He gon' gimme that love She's just looking for love, oh Boy, I'm looking for love, baby I'ma give her that love I'ma give her that I'ma give her that116Embed"
Candy,Dane Amar,in love,none
Adore You,Harry Styles,in love,"Walk in your rainbow paradise  Strawberry lipstick state of mind  I get so lost inside your eyes Would you believe it?   You don't have to say you love me You don't have to say nothing You don't have to say you're mine  Honey  I'd walk through fire for you Just let me adore you Oh, honey  I'd walk through fire for you Just let me adore you Like it's the only thing I'll ever do Like it's the only thing I'll ever do   You're wonder under summer sky  Brown skin and lemon over ice Would you believe it?   You don't have to say you love me I just wanna tell you somethin' Lately, you've been on my mind   Honey  I'd walk through fire for you Just let me adore you Oh, honey  I'd walk through fire for you Just let me adore you Like it's the only thing I'll ever do Like it's the only thing I'll ever do You might also like It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do It's the only thing I'll ever do   I'd walk through fire for you Just let me adore you Oh, honey  I'd walk through fire for you Just let me adore you Like it's the only thing I'll ever do   I'd walk through fire for you  Just let me adore you Oh, honey , oh, honey  I'd walk through fire for you  Just let me adore you    Ooh, ooh Oh, honey Ooh, ooh Just let me adore you Like it's the only thing I'll ever do98Embed"
I GUESS I'M IN LOVE,Clinton Kane,in love,"Oh, I'm obsessed With the way your head is layin' on my chest How you love the things I hate about myself that no one knows But with you, I see hope again Oh, I'm a mess When I overthink the little things in my head You seem to always help me catch my breath But then I lose it again When I look at you, that's the end   And why do I get so nervous when I look into your eyes? Butterflies can't stop me fallin' for you  And darling, this is more than anything I felt before You're everything that I want But I didn't think I'd find Someone who was worth the wait Of all the years of my heartbreak But I know now I found the one I love   And I love the way You can never find the right things to say And you can't sit still an hour in a day I'm so in love, let's run away because us is enough   And why do I get so nervous when I look into your eyes? And butterflies can't stop me fallin' for you   And darling, this is more than anything I felt before You're everything that I want But I didn't think I'd find Someone who was worth the wait Of all the years of my heartbreak But I know now I found the one You might also like Come close, let me be home for anything Good or bad, I know it's worth it, woah, ooh-woah   And darling, this is more than anything I felt before You're everything that I want But I didn't think I'd find Someone who was worth the wait Of all the years of my heartbreak But I know now I found the one I love13Embed"
Dissolve,Absofacto,in love,"No flask can keep it Bubble up and cut right through But you're someone I believe in You heat me like a filament Anytime you're in the room But you burned me and I'm smoking   I just wanted you to watch me dissolve, slowly In a pool full of your love But I don't even know how the chemistry works When you're poolside Kicking in the dirt, kicking in the sand And stirring up trouble  Can't find an exit I wander in a maze alone If I find you will you shock me? Left, left and right, right Pretty sure that I've been here before And it isn't what I wanted   I just wanted you to watch me dissolve, slowly In a pool full of your love But I don't even know how the chemistry works When you're poolside Kicking in the dirt, kicking in the sand And stirring up trouble  Your voice like an angel Been chainsmoking all month long Like you're someone I believe in Am I only a lab rat? Someone you can test things on? This isn't what I signed up for I just wanted you to I just wanted  I just wanted you to I just wanted  You might also like I just wanted you to watch me dissolve, slowly In a pool full of your love But I don't even know how the chemistry works When you're poolside Kicking in the dirt, kicking in the sand And stirring up trouble   I just wanted you to watch me dissolve, slowly In a pool full of your love But I don't even know how the chemistry works When you're poolside Kicking in the dirt, kicking in the sand And stirring up trouble   I just wanted you to watch me dissolve I just wanted you to watch me dissolve, slowly I just wanted you to watch me dissolve I just wanted you to watch me dissolve, slowly17Embed"
Perfect,One Direction,in love,"I might never be your knight in shinin' armour I might never be the one you take home to mother And I might never be the one who brings you flowers But I can be the one, be the one tonight   When I first saw you from across the room I could tell that you were curious, oh, yeah Girl, I hope you're sure what you're looking for 'Cause I'm not good at making promises  But if you like causing trouble up in hotel rooms And if you like having secret little rendezvous If you like to do the things you know that we shouldn't do Then, baby, I'm perfect Baby, I'm perfect for you And if you like midnight driving with the windows down And if you like goin' places we can't even pronounce If you like to do whatever you've been dreamin' about Then, baby, you're perfect Baby, you're perfect So let's start right now   I might never be the hands you put your heart in Or the arms that hold you any time you want them But that don't mean that we can't live here in the moment 'Cause I can be the one you love from time to time   When I first saw you from across the room I could tell that you were curious, oh, yeah Girl, I hope you're sure what you're looking for 'Cause I'm not good at making promises   But if you like causing trouble up in hotel rooms And if you like having secret little rendezvous If you like to do the things you know that we shouldn't do Then, baby, I'm perfect Baby, I'm perfect for you And if you like midnight driving with the windows down And if you like goin' places we can't even pronounce If you like to do whatever you've been dreamin' about Then, baby, you're perfect Baby, you're perfect So let's start right now You might also like And if you like cameras flashin' every time we go out Oh, yeah And if you're looking for someone to write your breakup songs about Then baby, I'm perfect And baby, we're perfect   If you like causing trouble up in hotel rooms And if you like having secret little rendezvous If you like to do the things you know that we shouldn't do Then, baby, I'm perfect Baby, I'm perfect for you And if you like midnight driving with the windows down And if you like goin' places we can't even pronounce If you like to do whatever you've been dreamin' about Then, baby, you're perfect Baby, you're perfect So let's start right now93Embed"
See You Again (feat. Kali Uchis),"Tyler, The Creator",in love,"Lyrics1. Tyler, The Creator - See You Again  2. Tyler, The Creator - EARFQUAKE 3. Brent Faiyaz & DJ Dahi - Gravity  4. Kali Uchis - After The Storm  5. Tyler, The Creator - BEST INTEREST 6. Tyler, The Creator - GONE, GONE / THANK YOU 7. Tyler, The Creator & A$AP Rocky - Potato Salad 8. Tyler, The Creator - Boredom  9. Frank Ocean, JAY-Z & Tyler, The Creator - Biking 10. Tyler, The Creator - I THINK 11. Lil Yachty & Tierra Whack - T.D  12. Tyler, The Creator - 911 / Mr. Lonely  13. Tyler, The Creator - IFHY  14. Tyler, The Creator -  A BOY IS A GUN* 15. Tyler, The Creator - She  16. Tyler, The Creator - Glitter 17. Tyler, The Creator - FUCKING YOUNG / PERFECT  18. Tyler, The Creator - NEW MAGIC WAND 19. The Internet - Palace/Curse  20. Tyler, The Creator - Where This Flower Blooms  21. GoldLink - U Say  22. Tyler, The Creator - RUNNING OUT OF TIME 23. Tyler, The Creator - SMUCKERS  24. Tyler, The Creator - Who Dat Boy  25. Westside Gunn, Joey Bada$$ & Tyler, The Creator - 327 26. Tyler, The Creator - Answer 27. Tyler, The Creator - Yonkers 28. Freddie Gibbs & The Alchemist - Something to Rap About  29. Tyler, The Creator - OKRA 30. Pusha T & Tyler, The Creator - Trouble On My Mind 31. Tyler, The Creator - Colossus 32. A$AP Mob - Telephone Calls  33. The Game, Lil Wayne & Tyler, The Creator - Martians Vs Goblins 34. Tyler, The Creator - Peach Fuzz 35. Tyler, The Creator - Tamale 36. Tyler, The Creator - 2SEATER (feat. Aaron Shaw, Samantha Nelson & Austin Feinstein 37. Tyler, The Creator - Tell Me How  38. PartyIsntOver/Campfire/Bimmer  39. Tyler, The Creator - FIND YOUR WINGS  40. Tyler, The Creator - Domo23You might also likeEmbed"
More Than Friends,Aidan Bissett,in love,"Uhh hello? anybody there? Hello?   Cause girl, why won't you take it with me now Girl, let’s be more than friends starting now Cause girl, why won't you take it with me now Girl, let's be more than friends starting now   You’ve been replaying in my head You make me feel like I can be myself instead But I know you don't want me around Your smile is irradiant, you make me feel like I can't quit So give me something to work I'm sorry but I'm not giving up now WOO  Cause girl, why won't you take it with me now Girl, let's be more than friends starting now Cause girl, why won't you take it with me now Girl, let’s be more than friends starting now   I know you’re thinking the same thing So why are you denying all these new feelings? Cause I just wanted you around You make me feel so crazy, even though you're kinda lazy I just can’t hide this grieving I'm sorry but I'm not giving up now WOO   Cause girl, why won't you take it with me now Girl, let’s be more than friends starting now Cause girl, why won't you take it with me now Girl, let's be more than friends starting now   We're sorry, the number you have dialled is not in service at this time The number you have dialled has been changed, their new number is...   Cause girl, why won't you take it with me now Girl, let's be more than friends starting now Cause girl, why won't you take it with me now Girl, let's be more than friends starting nowYou might also likeEmbed"
